Sexo;Edad;Dificultad para llegar a fin de mes;Periodo;Total
Ambos sexos;De 30 a 44 años;Con mucha dificultad;2007;10,3
Ambos sexos;De 30 a 44 años;Con mucha dificultad;2006;11,5
Ambos sexos;De 30 a 44 años;Con mucha dificultad;2005;10,8
Ambos sexos;De 30 a 44 años;Con mucha dificultad;2004;10,7
Ambos sexos;De 30 a 44 años;Con dificultad;2024;14,4
Ambos sexos;De 30 a 44 años;Con dificultad;2023;12,8
Ambos sexos;De 30 a 44 años;Con dificultad;2022;14,3
Ambos sexos;De 30 a 44 años;Con dificultad;2021;13,4
Ambos sexos;De 30 a 44 años;Con dificultad;2020;11,8
Ambos sexos;De 30 a 44 años;Con dificultad;2019;14,4
Ambos sexos;De 30 a 44 años;Con dificultad;2018;16,7
Ambos sexos;De 30 a 44 años;Con dificultad;2017;14,8
Ambos sexos;De 30 a 44 años;Con dificultad;2016;19,8
Ambos sexos;De 30 a 44 años;Con dificultad;2015;19,4
Ambos sexos;De 30 a 44 años;Con dificultad;2014;21,5
Ambos sexos;De 30 a 44 años;Con dificultad;2013;20,3
Ambos sexos;De 30 a 44 años;Con dificultad;2012;20,1
Ambos sexos;De 30 a 44 años;Con dificultad;2011;18,9
Ambos sexos;De 30 a 44 años;Con dificultad;2010;17,9
Ambos sexos;De 30 a 44 años;Con dificultad;2009;18,3
Ambos sexos;De 30 a 44 años;Con dificultad;2008;17,2
Ambos sexos;De 30 a 44 años;Con dificultad;2007;16,8
Ambos sexos;De 30 a 44 años;Con dificultad;2006;18,4
Ambos sexos;De 30 a 44 años;Con dificultad;2005;16,2
Ambos sexos;De 30 a 44 años;Con dificultad;2004;18
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2024;25,8
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2023;27
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2022;25,3
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2021;22,8
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2020;22,5
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2019;26,9
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2018;28,5
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2017;30,8
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2016;28
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2015;29,4
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2014;27,7
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2013;27,9
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2012;28,2
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2011;28,7
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2010;26,5
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2009;27,4
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2008;30,2
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2007;31
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2006;31,3
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2005;31,7
Ambos sexos;De 30 a 44 años;Con cierta dificultad;2004;32
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2024;27,3
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2023;27,9
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2022;28,3
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2021;30,2
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2020;30,7
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2019;34,9
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2018;31,2
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2017;32,5
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2016;26
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2015;26
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2014;23,6
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2013;21,5
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2012;25,1
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2011;26,5
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2010;23,8
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2009;24,1
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2008;25
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2007;25,5
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2006;26,2
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2005;28,6
Ambos sexos;De 30 a 44 años;Con cierta facilidad;2004;26,9
Ambos sexos;De 30 a 44 años;Con facilidad;2024;18,1
Ambos sexos;De 30 a 44 años;Con facilidad;2023;17,8
Ambos sexos;De 30 a 44 años;Con facilidad;2022;19,7
Ambos sexos;De 30 a 44 años;Con facilidad;2021;20,8
Ambos sexos;De 30 a 44 años;Con facilidad;2020;22,3
Ambos sexos;De 30 a 44 años;Con facilidad;2019;15,7
Ambos sexos;De 30 a 44 años;Con facilidad;2018;12,8
Ambos sexos;De 30 a 44 años;Con facilidad;2017;12,7
Ambos sexos;De 30 a 44 años;Con facilidad;2016;10,5
Ambos sexos;De 30 a 44 años;Con facilidad;2015;10
Ambos sexos;De 30 a 44 años;Con facilidad;2014;8,5
Ambos sexos;De 30 a 44 años;Con facilidad;2013;9,7
Ambos sexos;De 30 a 44 años;Con facilidad;2012;9,4
Ambos sexos;De 30 a 44 años;Con facilidad;2011;13,2
Ambos sexos;De 30 a 44 años;Con facilidad;2010;14,6
Ambos sexos;De 30 a 44 años;Con facilidad;2009;12,3
Ambos sexos;De 30 a 44 años;Con facilidad;2008;11,5
Ambos sexos;De 30 a 44 años;Con facilidad;2007;15
Ambos sexos;De 30 a 44 años;Con facilidad;2006;11,2
Ambos sexos;De 30 a 44 años;Con facilidad;2005;11,7
Ambos sexos;De 30 a 44 años;Con facilidad;2004;11,3
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2024;4,3
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2023;3,7
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2022;3,8
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2021;4,5
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2020;2,7
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2019;1,2
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2018;1,2
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2017;1,2
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2016;0,8
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2015;0,7
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2014;0,7
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2013;0,9
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2012;0,7
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2011;1
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2010;1
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2009;1,3
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2008;1,1
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2007;1,3
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2006;1,3
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2005;1
Ambos sexos;De 30 a 44 años;Con mucha facilidad;2004;1
Ambos sexos;De 30 a 44 años;No consta;2024;0,1
Ambos sexos;De 30 a 44 años;No consta;2023;0,4
Ambos sexos;De 30 a 44 años;No consta;2022;0,1
Ambos sexos;De 30 a 44 años;No consta;2021;0
Ambos sexos;De 30 a 44 años;No consta;2020;0,1
Ambos sexos;De 30 a 44 años;No consta;2019;0
Ambos sexos;De 30 a 44 años;No consta;2018;..
Ambos sexos;De 30 a 44 años;No consta;2017;..
Ambos sexos;De 30 a 44 años;No consta;2016;..
Ambos sexos;De 30 a 44 años;No consta;2015;..
Ambos sexos;De 30 a 44 años;No consta;2014;0
Ambos sexos;De 30 a 44 años;No consta;2013;..
Ambos sexos;De 30 a 44 años;No consta;2012;..
Ambos sexos;De 30 a 44 años;No consta;2011;..
Ambos sexos;De 30 a 44 años;No consta;2010;0
Ambos sexos;De 30 a 44 años;No consta;2009;..
Ambos sexos;De 30 a 44 años;No consta;2008;0
Ambos sexos;De 30 a 44 años;No consta;2007;0
Ambos sexos;De 30 a 44 años;No consta;2006;0,1
Ambos sexos;De 30 a 44 años;No consta;2005;0,1
Ambos sexos;De 30 a 44 años;No consta;2004;0,2
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2024;9,1
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2023;9,1
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2022;9,1
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2021;9,1
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2020;10,8
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2019;8,5
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2018;11
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2017;10,5
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2016;17,6
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2015;15,3
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2014;17,9
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2013;17,9
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2012;13,3
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2011;10,6
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2010;13,8
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2009;14
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2008;11,2
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2007;9,7
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2006;10,7
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2005;9,6
Ambos sexos;De 45 a 64 años;Con mucha dificultad;2004;10,9
Ambos sexos;De 45 a 64 años;Con dificultad;2024;12,6
Ambos sexos;De 45 a 64 años;Con dificultad;2023;13,3
Ambos sexos;De 45 a 64 años;Con dificultad;2022;12,7
Ambos sexos;De 45 a 64 años;Con dificultad;2021;12,4
Ambos sexos;De 45 a 64 años;Con dificultad;2020;13,6
Ambos sexos;De 45 a 64 años;Con dificultad;2019;13,5
Ambos sexos;De 45 a 64 años;Con dificultad;2018;16,7
Ambos sexos;De 45 a 64 años;Con dificultad;2017;15,9
Ambos sexos;De 45 a 64 años;Con dificultad;2016;18,4
Ambos sexos;De 45 a 64 años;Con dificultad;2015;20,9
Ambos sexos;De 45 a 64 años;Con dificultad;2014;21,4
Ambos sexos;De 45 a 64 años;Con dificultad;2013;20
Ambos sexos;De 45 a 64 años;Con dificultad;2012;18,9
Ambos sexos;De 45 a 64 años;Con dificultad;2011;16,8
Ambos sexos;De 45 a 64 años;Con dificultad;2010;17,4
Ambos sexos;De 45 a 64 años;Con dificultad;2009;16,3
Ambos sexos;De 45 a 64 años;Con dificultad;2008;16,6
Ambos sexos;De 45 a 64 años;Con dificultad;2007;16,6
Ambos sexos;De 45 a 64 años;Con dificultad;2006;17,3
Ambos sexos;De 45 a 64 años;Con dificultad;2005;16
Ambos sexos;De 45 a 64 años;Con dificultad;2004;16,9
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2024;25,8
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2023;26,1
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2022;25,6
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2021;23,1
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2020;21,4
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2019;26,8
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2018;27
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2017;25,7
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2016;25,2
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2015;27,7
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2014;28,4
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2013;27,7
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2012;27,1
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2011;27,5
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2010;27,7
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2009;28,5
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2008;30,7
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2007;28,9
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2006;30,8
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2005;31,2
Ambos sexos;De 45 a 64 años;Con cierta dificultad;2004;31,8
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2024;29
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2023;28,6
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2022;28,9
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2021;29,8
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2020;30,5
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2019;34,5
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2018;29,7
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2017;32,8
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2016;25,3
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2015;24,8
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2014;22,4
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2013;22,9
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2012;28,5
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2011;29,8
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2010;25,1
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2009;26,1
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2008;27,5
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2007;26,9
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2006;27,3
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2005;28,4
Ambos sexos;De 45 a 64 años;Con cierta facilidad;2004;28
Ambos sexos;De 45 a 64 años;Con facilidad;2024;19,6
Ambos sexos;De 45 a 64 años;Con facilidad;2023;19,6
Ambos sexos;De 45 a 64 años;Con facilidad;2022;20
Ambos sexos;De 45 a 64 años;Con facilidad;2021;21,8
Ambos sexos;De 45 a 64 años;Con facilidad;2020;21,2
Ambos sexos;De 45 a 64 años;Con facilidad;2019;15,5
Ambos sexos;De 45 a 64 años;Con facilidad;2018;14,5
Ambos sexos;De 45 a 64 años;Con facilidad;2017;14,2
Ambos sexos;De 45 a 64 años;Con facilidad;2016;12,4
Ambos sexos;De 45 a 64 años;Con facilidad;2015;10,5
Ambos sexos;De 45 a 64 años;Con facilidad;2014;9,2
Ambos sexos;De 45 a 64 años;Con facilidad;2013;10,5
Ambos sexos;De 45 a 64 años;Con facilidad;2012;11,1
Ambos sexos;De 45 a 64 años;Con facilidad;2011;14,1
Ambos sexos;De 45 a 64 años;Con facilidad;2010;14,6
Ambos sexos;De 45 a 64 años;Con facilidad;2009;13,9
Ambos sexos;De 45 a 64 años;Con facilidad;2008;12,9
Ambos sexos;De 45 a 64 años;Con facilidad;2007;16,3
Ambos sexos;De 45 a 64 años;Con facilidad;2006;12,6
Ambos sexos;De 45 a 64 años;Con facilidad;2005;13,3
Ambos sexos;De 45 a 64 años;Con facilidad;2004;11,5
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2024;3,6
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2023;3,2
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2022;3,4
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2021;3,7
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2020;2,6
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2019;1,2
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2018;1,2
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2017;0,9
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2016;1,1
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2015;0,7
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2014;0,8
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2013;0,9
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2012;1
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2011;1,2
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2010;1,4
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2009;1,2
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2008;1,1
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2007;1,5
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2006;1,3
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2005;1,2
Ambos sexos;De 45 a 64 años;Con mucha facilidad;2004;0,6
Ambos sexos;De 45 a 64 años;No consta;2024;0,3
Ambos sexos;De 45 a 64 años;No consta;2023;0,3
Ambos sexos;De 45 a 64 años;No consta;2022;0,2
Ambos sexos;De 45 a 64 años;No consta;2021;0
Ambos sexos;De 45 a 64 años;No consta;2020;0
Ambos sexos;De 45 a 64 años;No consta;2019;0,1
Ambos sexos;De 45 a 64 años;No consta;2018;..
Ambos sexos;De 45 a 64 años;No consta;2017;..
Ambos sexos;De 45 a 64 años;No consta;2016;..
Ambos sexos;De 45 a 64 años;No consta;2015;..
Ambos sexos;De 45 a 64 años;No consta;2014;..
Ambos sexos;De 45 a 64 años;No consta;2013;..
Ambos sexos;De 45 a 64 años;No consta;2012;..
Ambos sexos;De 45 a 64 años;No consta;2011;..
Ambos sexos;De 45 a 64 años;No consta;2010;..
Ambos sexos;De 45 a 64 años;No consta;2009;0
Ambos sexos;De 45 a 64 años;No consta;2008;..
Ambos sexos;De 45 a 64 años;No consta;2007;0,1
Ambos sexos;De 45 a 64 años;No consta;2006;0
Ambos sexos;De 45 a 64 años;No consta;2005;0,3
Ambos sexos;De 45 a 64 años;No consta;2004;0,3
Ambos sexos;65 y más años;Con mucha dificultad;2024;5,3
Ambos sexos;65 y más años;Con mucha dificultad;2023;5,6
Ambos sexos;65 y más años;Con mucha dificultad;2022;5,9
Ambos sexos;65 y más años;Con mucha dificultad;2021;5,9
Ambos sexos;65 y más años;Con mucha dificultad;2020;6,4
Ambos sexos;65 y más años;Con mucha dificultad;2019;4,9
Ambos sexos;65 y más años;Con mucha dificultad;2018;7,4
Ambos sexos;65 y más años;Con mucha dificultad;2017;6,6
Ambos sexos;65 y más años;Con mucha dificultad;2016;11,4
Ambos sexos;65 y más años;Con mucha dificultad;2015;8,4
Ambos sexos;65 y más años;Con mucha dificultad;2014;10,6
Ambos sexos;65 y más años;Con mucha dificultad;2013;11,2
Ambos sexos;65 y más años;Con mucha dificultad;2012;8,9
Ambos sexos;65 y más años;Con mucha dificultad;2011;6,7
Ambos sexos;65 y más años;Con mucha dificultad;2010;9,8
Ambos sexos;65 y más años;Con mucha dificultad;2009;10,5
Ambos sexos;65 y más años;Con mucha dificultad;2008;10,2
Ambos sexos;65 y más años;Con mucha dificultad;2007;10,3
Ambos sexos;65 y más años;Con mucha dificultad;2006;11,1
Ambos sexos;65 y más años;Con mucha dificultad;2005;11,1
Ambos sexos;65 y más años;Con mucha dificultad;2004;12,1
Ambos sexos;65 y más años;Con dificultad;2024;9,4
Ambos sexos;65 y más años;Con dificultad;2023;10,2
Ambos sexos;65 y más años;Con dificultad;2022;10,9
Ambos sexos;65 y más años;Con dificultad;2021;9,5
Ambos sexos;65 y más años;Con dificultad;2020;9,3
Ambos sexos;65 y más años;Con dificultad;2019;12,3
Ambos sexos;65 y más años;Con dificultad;2018;14,5
Ambos sexos;65 y más años;Con dificultad;2017;14,2
Ambos sexos;65 y más años;Con dificultad;2016;16,9
Ambos sexos;65 y más años;Con dificultad;2015;19,6
Ambos sexos;65 y más años;Con dificultad;2014;20
Ambos sexos;65 y más años;Con dificultad;2013;19,3
Ambos sexos;65 y más años;Con dificultad;2012;18
Ambos sexos;65 y más años;Con dificultad;2011;15
Ambos sexos;65 y más años;Con dificultad;2010;17,2
Ambos sexos;65 y más años;Con dificultad;2009;16,9
Ambos sexos;65 y más años;Con dificultad;2008;17,7
Ambos sexos;65 y más años;Con dificultad;2007;16,4
Ambos sexos;65 y más años;Con dificultad;2006;19,1
Ambos sexos;65 y más años;Con dificultad;2005;15,6
Ambos sexos;65 y más años;Con dificultad;2004;17,3
Ambos sexos;65 y más años;Con cierta dificultad;2024;21,6
Ambos sexos;65 y más años;Con cierta dificultad;2023;22,7
Ambos sexos;65 y más años;Con cierta dificultad;2022;23,8
Ambos sexos;65 y más años;Con cierta dificultad;2021;22,3
Ambos sexos;65 y más años;Con cierta dificultad;2020;21,3
Ambos sexos;65 y más años;Con cierta dificultad;2019;26,7
Ambos sexos;65 y más años;Con cierta dificultad;2018;28,6
Ambos sexos;65 y más años;Con cierta dificultad;2017;26,7
Ambos sexos;65 y más años;Con cierta dificultad;2016;28,7
Ambos sexos;65 y más años;Con cierta dificultad;2015;32,4
Ambos sexos;65 y más años;Con cierta dificultad;2014;32,1
Ambos sexos;65 y más años;Con cierta dificultad;2013;30,1
Ambos sexos;65 y más años;Con cierta dificultad;2012;30,7
Ambos sexos;65 y más años;Con cierta dificultad;2011;31,6
Ambos sexos;65 y más años;Con cierta dificultad;2010;31,4
Ambos sexos;65 y más años;Con cierta dificultad;2009;30,2
Ambos sexos;65 y más años;Con cierta dificultad;2008;32,1
Ambos sexos;65 y más años;Con cierta dificultad;2007;30,9
Ambos sexos;65 y más años;Con cierta dificultad;2006;31,6
Ambos sexos;65 y más años;Con cierta dificultad;2005;33,9
Ambos sexos;65 y más años;Con cierta dificultad;2004;32
Ambos sexos;65 y más años;Con cierta facilidad;2024;32,3
Ambos sexos;65 y más años;Con cierta facilidad;2023;31,4
Ambos sexos;65 y más años;Con cierta facilidad;2022;31,8
Ambos sexos;65 y más años;Con cierta facilidad;2021;33,4
Ambos sexos;65 y más años;Con cierta facilidad;2020;34,8
Ambos sexos;65 y más años;Con cierta facilidad;2019;36,5
Ambos sexos;65 y más años;Con cierta facilidad;2018;34,6
Ambos sexos;65 y más años;Con cierta facilidad;2017;36,7
Ambos sexos;65 y más años;Con cierta facilidad;2016;29,9
Ambos sexos;65 y más años;Con cierta facilidad;2015;29
Ambos sexos;65 y más años;Con cierta facilidad;2014;27,4
